id,latitude,longitude
35204684,43.6155262257,-79.4962901275
35202592,43.7837890814,-79.4600172492
35202554,43.7712505652,-79.447830465
35201709,43.6650587963,-79.56127003
35203077,43.7325925904,-79.6014054028
35210696,43.5767563616,-79.6637947081
35190353,43.790789928,-79.4686208694
35211417,43.5989338451,-79.6374418862
35201162,43.6693761327,-79.4540558574
35202059,43.7705446094,-79.5257119098
35201719,43.6834243701,-79.5571626991
35204698,43.6055050389,-79.5100318663
35201321,43.6447546352,-79.4502879496
35203992,43.7716367821,-79.5193119266
35201629,43.6514737059,-79.5750372111
35190358,43.8018038423,-79.4679074243
35202955,43.7369429418,-79.439985931
35201078,43.6804481701,-79.420070232
35202181,43.7280913435,-79.4812258168
35190364,43.8021999819,-79.4464373902
35204391,43.7204527704,-79.486461956
35201397,43.6807645478,-79.4766023645
35201483,43.6532992365,-79.4759040042
35211339,43.6215276476,-79.5838073268
35201289,43.6639363077,-79.4722068408
35202389,43.7295146343,-79.4204560579
35202114,43.747558933,-79.4464043781
35204162,43.6771951867,-79.5702832095
35201992,43.7420275452,-79.4873022397
35211821,43.5980748241,-79.6867023616
35203007,43.6673337206,-79.5433275593
35202888,43.6977016211,-79.4220368112
35202300,43.7067217921,-79.4430243943
35201412,43.645778458,-79.4291646996
35210098,43.7295380229,-79.7092027065
35210672,43.5888985044,-79.7116664905
35204174,43.773103878,-79.4556536689
35210993,43.6374676455,-79.6024607988
35201605,43.6071192543,-79.554750579
35201331,43.6379997155,-79.4412064254
35202265,43.7043289981,-79.4223517095
35190282,43.8122138582,-79.4541247849
35190245,43.8022105745,-79.5565829859
35204687,43.6127587627,-79.4906457005
35202279,43.7181320294,-79.4414567518
35201572,43.59072447,-79.526155901
35201739,43.6540437182,-79.5575075964
35204760,43.6128869073,-79.517303586
35211825,43.5894570806,-79.6743215132
35210842,43.5760920555,-79.6441366097
35201142,43.6783402946,-79.4466907245
35210659,43.5763187718,-79.6800872641
35204095,43.670406422,-79.5079351275
35210246,43.5973867898,-79.7153288021
35204003,43.6372237848,-79.4422383174
35201876,43.7458079435,-79.5633410343
35201651,43.6486029784,-79.547228424
35201406,43.6541463963,-79.4490031382
35211259,43.6828425916,-79.720073321
35201453,43.6420691401,-79.4240902353
35203847,43.6593578666,-79.4441227131
35201734,43.6570258886,-79.5615368843
35200921,43.655776358,-79.4220612143
35202983,43.6877171534,-79.5156249546
35204120,43.77339225,-79.4594999515
35211054,43.706321452,-79.6475441988
35210693,43.5784508462,-79.6592025937
35202115,43.746942539,-79.4429048067
35190236,43.8129958186,-79.5750078517
35203015,43.7635478915,-79.567833523
35201691,43.6546458836,-79.5332507788
35201348,43.6441392829,-79.4410184455
35210664,43.5862739431,-79.6910610251
35190355,43.7905449665,-79.4606325623
35201699,43.6703329005,-79.522711178
35211065,43.72199782,-79.6354017787
35210256,43.6108025842,-79.7174110203
35210255,43.6109706066,-79.708675402
35201219,43.6970903304,-79.4907894207
35203131,43.6383561692,-79.4902903654
35210789,43.5998385736,-79.5963159779
35211944,43.6096395876,-79.6458649429
35201148,43.6749405239,-79.4433475149
35202405,43.7499084206,-79.4391638968
35202088,43.7200277619,-79.5062560609
35191269,43.7997615656,-79.6237790011
35202254,43.6943798223,-79.4299646944
35201282,43.661567746,-79.4798204822
35204068,43.684183833,-79.515271419
35210802,43.575095731,-79.5953820469
35204375,43.7358039666,-79.5550083448
35204661,43.6393772409,-79.4338827465
35190365,43.8003777515,-79.4456524009
35191058,43.7989188261,-79.42567882
35201675,43.6421692482,-79.5244306865
35201886,43.7526780672,-79.562848605
35190270,43.7973945832,-79.4744671696
35201896,43.7457104633,-79.5459543425
35210097,43.7300321015,-79.7105797122
35212131,43.775017443,-79.6983806799
35202233,43.6902726023,-79.4415126176
35201253,43.6686069827,-79.4923965287
35211337,43.6058485259,-79.6191579158
35211827,43.5950435716,-79.6251123403
35200938,43.649173281,-79.4367360954
35190229,43.7917381236,-79.5768296531
35212117,43.7163014314,-79.6327881245
35210364,43.5707654464,-79.5753486331
35201516,43.6308658071,-79.5093278102
35210697,43.5733916571,-79.6645603803
35204436,43.698588098,-79.5010206221
35202119,43.7427481417,-79.4362642473
35200946,43.6556916581,-79.4388825563
35190266,43.7902702543,-79.4756766667
35190262,43.7912600313,-79.4913237844
35202029,43.7481496527,-79.4979063745
35210779,43.5888082546,-79.6094410987
35210790,43.5955135872,-79.589721253
35201174,43.6763171149,-79.4588349582
35210301,43.603994653,-79.6237040662
35201781,43.6814537589,-79.5687835221
35210910,43.5952239883,-79.6555316832
35201754,43.6608885648,-79.5778529137
35211698,43.6904785676,-79.7067534318
35203072,43.731576035,-79.5942019712
35204059,43.7451541861,-79.5856239388
35201532,43.6124223278,-79.4993318147
35201408,43.6420922498,-79.4397081222
35201840,43.7171042187,-79.5750637229
35191281,43.8250842604,-79.6209928983
35202134,43.7231824567,-79.4366085924
35211829,43.5930843085,-79.6332814103
35202006,43.7609947021,-79.4965950002
35201888,43.7518524,-79.5564484901
35210953,43.581283205,-79.5630199779
35211558,43.7228208003,-79.6943015549
35211728,43.6340182858,-79.7119403239
35201724,43.6810764443,-79.5611288196
35211591,43.5919172137,-79.6973839133
35190292,43.8203295885,-79.4512097135
35201338,43.6397740894,-79.4383854891
35211493,43.6283085845,-79.6019318094
35204222,43.6369724023,-79.4278401932
35201783,43.6837269848,-79.5710537465
35202224,43.6986546807,-79.4423501227
35202048,43.7612728939,-79.5140898083
35202975,43.6895433938,-79.5270025198
35211746,43.6213644235,-79.7117554486
35201177,43.6792047894,-79.4612206645
35211939,43.574172031,-79.607284176
35202549,43.7739178482,-79.4361098555
35211835,43.5721387164,-79.6343782623
35210269,43.5981233065,-79.6772712754
35204416,43.7030409825,-79.5219084802
35211097,43.7201251825,-79.6550636634
35202281,43.7132641542,-79.4413946042
35210333,43.6109844963,-79.6015709655
35201611,43.6306655075,-79.572695997
35201461,43.635910961,-79.4333303959
35204800,43.7274411177,-79.4446785639
35201663,43.6255906669,-79.5386679518
35203845,43.6617145813,-79.4429768762
35202415,43.7565341109,-79.4233146506
35201760,43.6609225748,-79.5858567542
35202096,43.7533324742,-79.5172527221
35201490,43.6559280861,-79.4854682806
35201664,43.6375111785,-79.5275782569
35201508,43.6463454067,-79.5071137141
35201145,43.6740918065,-79.4476311259
35201807,43.6897897788,-79.5472643665
35202273,43.7139519289,-79.4298076772
35202316,43.703682489,-79.4384081728
35200969,43.6672282509,-79.44156581
35202120,43.7396038177,-79.4366810565
35204671,43.6455399531,-79.5215005783
35202091,43.7216073771,-79.5178256541
35201939,43.7141076839,-79.5145347501
35201280,43.6591455493,-79.4807534041
35211013,43.6308239085,-79.6003277984
35211649,43.8009810714,-79.7135560327
35203093,43.7210072525,-79.5946023197
35211885,43.7723117502,-79.6702423133
35201318,43.6464385943,-79.4553703357
35204676,43.6267317809,-79.4778909111
35201411,43.6452506693,-79.4311455887
35204518,43.6850152712,-79.4405838686
35204194,43.767457179,-79.4638249714
35204478,43.7135464986,-79.6063730025
35201212,43.6949459142,-79.4731442649
35202893,43.7010354565,-79.4202092687
35210800,43.5807227958,-79.5929975649
35190199,43.7828460201,-79.6206297749
35204658,43.6435013424,-79.434112897
35201398,43.6779216782,-79.4740193642
35204121,43.7871584256,-79.4487215189
35202042,43.75818961,-79.516813354
35204643,43.662790102,-79.4971941219
35210293,43.6034885795,-79.6399756411
35201900,43.7448380266,-79.5331888821
35201818,43.7121263334,-79.546997597
35203998,43.755422988,-79.5837338383
35210621,43.5755633492,-79.7116539418
35211744,43.6204965245,-79.7139238414
35201155,43.6766254755,-79.4357405616
35210781,43.5930334498,-79.6083116471
35201501,43.6573870689,-79.5125397193
35204444,43.6873924296,-79.497473528
35210787,43.602014557,-79.6000508181
35201606,43.6195493777,-79.5574639064
35210777,43.587435498,-79.6047151552
35211122,43.7365456742,-79.718525988
35211036,43.6108464938,-79.6597663439
35210926,43.579716577,-79.7023981835
35210985,43.6316386181,-79.5867038234
35211934,43.6137525737,-79.7095200569
35204640,43.6608869448,-79.490542841
35201649,43.6467366379,-79.5511805704
35211590,43.5944179051,-79.6991407253
35201201,43.6847888157,-79.4714512151
35203044,43.7570458022,-79.5985344056
35211091,43.7127217853,-79.6509261778
35202079,43.7275431749,-79.5125337635
35201380,43.6665589744,-79.4696463759
35204107,43.7544506273,-79.5207128234
35190275,43.8064336358,-79.4660099616
35190297,43.809685018,-79.4484068308
35211448,43.5767586417,-79.6168520372
35202278,43.7163418253,-79.4393655916
35202180,43.7260117856,-79.4882544608
35201106,43.6820055714,-79.4213064872
35190223,43.8029910141,-79.5675947098
35201153,43.6749363163,-79.4395149199
35202174,43.7332467977,-79.4918241431
35201652,43.6426079748,-79.5431743998
35204352,43.7544797763,-79.5151498123
35201131,43.6848800678,-79.4513033355
35202325,43.7132629662,-79.4187082575
35201521,43.6274715959,-79.5069528488
35202887,43.695300502,-79.4216552704
35201588,43.6032684643,-79.543482529
35200990,43.6655583859,-79.4248808568
35204453,43.6839970997,-79.494626324
35202238,43.6974039381,-79.44614522
35211523,43.5785426766,-79.6827321017
35202283,43.7131883518,-79.4478368091
35191073,43.8111255648,-79.6179084092
35201620,43.6424026,-79.5791588486
35203109,43.6588594025,-79.5078761086
35204693,43.617778722,-79.4907018813
35201712,43.6710610005,-79.5551345934
35203843,43.660875936,-79.4410330404
35201130,43.6867757358,-79.4499681803
35204171,43.7847157626,-79.4487498407
35201151,43.6768519642,-79.4440301669
35204033,43.7581493961,-79.4363146207
35204450,43.6844388582,-79.487760604
35201597,43.6136981803,-79.5371479831
35212133,43.7728327032,-79.7073640796
35210811,43.5889386106,-79.6175805936
35201985,43.7423653547,-79.506530678
35210690,43.5820832041,-79.6588669569
35204632,43.6692568984,-79.4445952143
35204516,43.6839231061,-79.4363394624
35201557,43.6025291614,-79.4946332385
35204015,43.6562846367,-79.4619593942
35204116,43.7912318971,-79.4463974734
35202229,43.6941401136,-79.4400991341
35202564,43.7679681485,-79.4549176338
35212018,43.7724450324,-79.6575702082
35202222,43.700222282,-79.4458257412
35201916,43.7190549607,-79.5341107706
35190257,43.772501284,-79.5777564824
35211935,43.6132077327,-79.7039457139
35204429,43.6996309404,-79.5412212071
35202587,43.7873683845,-79.4355264799
35201353,43.6481401128,-79.4469547339
35201632,43.6456973507,-79.5729155782
35203838,43.6592053008,-79.4320659178
35190268,43.795055391,-79.4805349324
35201713,43.6736901823,-79.5575621223
35202974,43.6907613818,-79.5236911407
35204550,43.690871538,-79.4620107551
35202401,43.7436724481,-79.4331417021
35201127,43.6871927172,-79.4456859701
35210668,43.5867499516,-79.7033306025
35202430,43.7795745915,-79.4208475493
35211405,43.7184765604,-79.7150772662
35201166,43.6683015601,-79.458215548
35201441,43.6485213292,-79.4193707188
35203053,43.7396437257,-79.5914954316
35202965,43.6903690748,-79.5135197941
35202990,43.6819692384,-79.5121810685
35201971,43.7392851154,-79.5070925985
35202274,43.7165023533,-79.4306371219
35201295,43.65685133,-79.4712512323
35204014,43.7633940388,-79.495941372
35201010,43.6625054969,-79.4311226595
35201445,43.6500062665,-79.4227588394
35204066,43.6772826923,-79.5546237447
35211726,43.6305541049,-79.7161136601
35210667,43.5875804405,-79.7007883732
35211593,43.5910156631,-79.6924557777
35191015,43.7798014462,-79.616543659
35202301,43.7093147618,-79.4434530683
35201635,43.6424706518,-79.5718558799
35203112,43.6348966198,-79.5738139875
35201789,43.6947627346,-79.5615715473
35190264,43.7940485443,-79.478146861
35190222,43.799940699,-79.5678001703
35202149,43.7277651636,-79.4343707739
35201694,43.6605348694,-79.5197911175
35191097,43.7950845771,-79.5570134715
35201634,43.6443024603,-79.5755017891
35201853,43.7333552023,-79.5846944278
35210365,43.5706241532,-79.5737082222
35201240,43.681151906,-79.492249533
35204163,43.6908640032,-79.5547333769
35201195,43.6837686765,-79.4630390979
35204523,43.6809618042,-79.4405359192
35203026,43.7594805778,-79.5881310503
35204475,43.7225126129,-79.6154560312
35201320,43.6428588499,-79.4531956829
35201206,43.6907725833,-79.4672197362
35202179,43.7269846397,-79.4849793683
35203006,43.6698143317,-79.5376772616
35201904,43.7395539819,-79.5427536682
35202051,43.7652447446,-79.5099523423
35210955,43.5865656099,-79.566054997
35202280,43.7181359452,-79.4438071084
35211818,43.6036576982,-79.6873735393
35201545,43.6036415599,-79.495890073
35202590,43.7823212539,-79.4356829993
35202003,43.7582644412,-79.4909817598
35204776,43.7827521679,-79.4485956938
35201264,43.681290688,-79.5033751623
35202272,43.7124695054,-79.433173642
35204682,43.615908366,-79.5004608492
35210271,43.599431499,-79.6710507779
35200952,43.6542322159,-79.4443886634
35211084,43.7188024446,-79.6417032718
35201614,43.6321572865,-79.577612723
35210335,43.6073593982,-79.5995917132
35210107,43.7168242616,-79.6906242327
35204255,43.7585085296,-79.5151928563
35204683,43.6186572803,-79.504589292
35211492,43.6402042671,-79.5952438911
35210891,43.5840880038,-79.6497538405
35201590,43.6001878531,-79.5387461728
35190351,43.7930171912,-79.4675425902
35204109,43.7678268591,-79.514804138
35202023,43.7550438142,-79.5092566526
35211832,43.5743315729,-79.6269862224
35204006,43.7452826682,-79.5011985897
35200925,43.6546949823,-79.4277758992
35201167,43.6695647813,-79.4583681305
35201690,43.6523034452,-79.5227016219
35203138,43.6328439668,-79.5016934445
35210809,43.5917320715,-79.6200801265
35204035,43.7288896555,-79.5332886927
35201596,43.6082374977,-79.5373612054
35201887,43.7531164046,-79.5605871206
35202258,43.6995555597,-79.4267638636
